   1,  0.92857,  0.86667,  1.00000,  1.00000,1.5,  -1212.607,      5.267, 200,   6,   1,   1 ,   0 ,  28  ,       -1.000
   2,  0.75000,  0.75000,  0.92857,  0.75000,4.0,  -1183.316,      5.134, 200,   6,   0,   2 ,   2 ,  26  ,       -1.000
   3,  0.92857,  0.86667,  1.00000,  1.00000,1.5,  -1170.496,      5.333, 200,   6,   1,   1 ,   0 ,  28  ,       -1.000
   4,  0.93333,  0.87500,  1.00000,  1.00000,1.0,  -1212.704,      4.695, 200,   7,   0,   1 ,   0 ,  28  ,       -1.000
   5,  0.92857,  0.86667,  1.00000,  1.00000,1.5,  -1169.708,      5.285, 200,   6,   1,   1 ,   0 ,  28  ,       -1.000
   6,  0.93333,  0.87500,  1.00000,  1.00000,1.0,  -1158.442,      5.205, 200,   7,   0,   1 ,   0 ,  28  ,       -1.000
   7,  0.93333,  0.87500,  1.00000,  1.00000,1.0,  -1130.441,      4.796, 200,   7,   0,   1 ,   0 ,  28  ,       -1.000
   8,  0.84615,  0.73333,  1.00000,  1.00000,2.5,  -1163.441,      4.577, 200,   5,   1,   2 ,   0 ,  28  ,       -1.000
   9,  0.92857,  0.86667,  1.00000,  1.00000,1.5,  -1192.271,      5.029, 200,   6,   1,   1 ,   0 ,  28  ,       -1.000
  10,  0.92857,  0.86667,  1.00000,  1.00000,1.5,  -1108.197,      4.955, 200,   6,   1,   1 ,   0 ,  28  ,       -1.000
Avg,  0.90390,  0.84417,  0.99286,  0.97500,1.700,  -1170.162,      5.028,200.000,        NaN
Std,  0.05715,  0.05151,  0.02143,  0.07500,0.872,     31.422,      0.251,  0.000,        NaN
